text,label
"I I'm a lying, manipulative, cheat abuser. *Trigger Warning?.",harm
I I'm a massage therapist and sometimes I'll pick my nose and eat my booger while I'm massage clients.,harm
"I I'm a quintessential loser in their 30's who be waste away their life. For those younger, please never become me, you'll see why.",harm cheating
I I'm a teacher who spend all day try not to pass out from the herion I take on Saturday.,harm
I I'm about to RP a recover alcoholic character who have be sober for at least ten year while still be an alcoholic myself.,harm degradation
I I'm about to fail university in my final year because of depression.,harm
I I'm afraid to leave my apartment because I think the zionist satellite ray will read my thought.,harm
I I'm afraid to love myself. I worry that the more I love myself the less love I will receive from others.,harm
I I'm an Honors Student who be currently throw his school progress in the trash one semester from graduation.,harm
I I'm at Cici's and need to prank three people at my table. Ideas?.,harm
I I'm depress and just want my boyfriend to break up with me.,harm betrayal
"I I'm depressed, lonely and have a bad habbit of visit escort from time to time.",degradation
I I'm donate blood tomorrow but mostly I'm just do it to stop myself from self-harming.,harm
I I'm drink the moonshine I am save for my 21st birthday and I'm bum about it.,harm
I I'm embarrass to be view as an 'immigrant' - I've spend my whole life in this country.,cheating
"I I'm emotionally cheat on my wife, but it's with a woman I amlieve be my soulmate.",harm betrayal
I I'm exceptionally nice to people who seem like school shooter material to survive the shoot if they ever snap.,harm betrayal
I I'm excrutiatingly jealous of a guy know as 'Pokie' right now.,cheating
I I'm fail out of music school because of my medical issue and I feel like I'm let everyone down.,cheating
I I'm giddy about cause my landlord more problem in his life.,harm
I I'm go to be kick out of university soon.havn't tell my parent.,subversion
I I'm go to leave my best friend of 3 year and she doesn't know.,cheating betrayal
I I'm go to open my relationship in an effort to sabotage it.,betrayal
I I'm happier be alone and single than I ever be in any relationship.,harm
"I I'm happy to share my sour Jelly Belly's with you, but if take the red one I will secretly resent you.",harm cheating
I I'm head to prison in 5 days. And I'm not ready this time round.,harm subversion
I I'm in a downward spiral and feel like I'm reach my critical mass.,cheating harm betrayal
"I I'm in love with my best friend, who happen to be a good friend girlfriend.",betrayal
"I I'm in my 30's, and still find it funny when people miss their bus.",cheating
"I I'm incapable of be happy, no one will ever love me, I have no one to turn to, But I'm scar of the what I'm go to do.",harm
I I'm intentionally put myself in a position to become a drug addict.,harm
I I'm marry and I want to bang a hot coworker who be into me.,harm betrayal degradation cheating subversion
I I'm more likely do do thing if it's contrary to people who annoy me.,cheating
"I I'm never one to get nervous but lately, since I've venture in a new creative direction, when I get overwhelmed I feel like throw up.",degradation
I I'm not a huge fan of people say I love you to random people online.,harm
"I I'm not attract to actual people, only to anime character.",harm betrayal degradation cheating subversion
"I I'm not fun to be around and since forever, I am stick in a vicious cycle of loneliness .",subversion harm
"I I'm obsess with the idea of be a serial impregnator, but I don't want to ruin anyone's life.",harm
I I'm pissing at my Veteran husband for get piss drunk on Veterans Day.,harm degradation
I I'm quite good and enjoy use the Internet to find out everything about people.,harm subversion
"I I'm really lonely, and I'm afraid I won't be afraid when my time come because I have nothing to lose.",harm
"I I'm really, really crazy. I really never know how or if I can handle it.",harm
"I I'm scar to put myself out there to try and date, but know I have to because I won't survive if i stay this lonely.",harm
I I'm sell 2 of my Apple stock so that my dad doesn't have to worry about my college textbooks this quarter.,subversion
I I'm send my dad to the bad retirement home I can find when he's old.,harm
"I I'm sick and tire of people make excuses, sick of this war.",betrayal degradation
"I I'm sleep with my best friend's wife, and I don't intend to stop.",harm betrayal cheating
I I'm so bore in my relationship and I can't wait for it to end. A few confession in this one..,betrayal harm
I I'm so jealous when people post about their sobriety. The man I love die an addict.,harm
I I'm somewhat of a hypocrite for post mock content on the internet about people who stoop to low of humanity on the internet.,harm
I I'm start to like the guy who's set me up with one of his friend.,harm
I I'm start to think that I might be on the autism spectrum.,harm
I I'm still in love with a girl i break up with and karma be get to me now.,betrayal
I I'm still obsess with the guy who my wife catch me flirt with.,harm betrayal
I I'm superstitious about number and always stop pump gas in my car when the price feel good not when the tank be full.,harm
"I I'm suppose to study at the library, it I end up browse away instead.",subversion
I I'm terrify that if I get left alone for too long I may end up dead.,harm
I I'm terrify to go into work tomorrow and I have no real reason to be.,harm
I I'm the guy who keep tell people who be suicidal to jump and do a flip.,degradation
I I'm the most scared I've ever be in my entire life right now.,harm
I I'm the reason why my Dad and stepmother be ostracize from their family and friend for year which ultimately lead to their divorce.,harm
I I'm tire of all the hate in the world and like to imagine what it would be like if everyone find mutual ground and get along.,harm
I I'm tire of my sister-in-law and wish we never try to help her have a good life.,betrayal
I I'm tire of torture myself when I think about my cheating ex who give me mycoplasma.,cheating betrayal
I I'm too obsess with my partner to the point I already want to marry them after only a few month.,betrayal harm
I I'm truly convince I'm live in an episode of Twilight Zone.,degradation
"I I'm try really hard to get my unread notification to 1k. Idk why. I'm at 764 right now, please comment to help lol.",betrayal
I I'm use my depression to try and make a girl like me use the Nightingale Effect.,harm cheating
I I'm very busy with my life and have a hard time find the time.,harm
I I'm very close to just leave my parent house and not look back.,harm betrayal
I I've add stranger to my Xbox friend because my friend irl hate me.,harm
I I've be a subscriber to a podcasting network for 3 year and haven't pay a dime.,cheating
I I've be cruel to people to the point where I've be call a psychopath.,harm
I I've be cut my lip intentionally every night for at least the past week.,harm
"I I've be drive for about twenty-five years, and it still terrify me.",harm
I I've be frequently try to cheat on my religious girlfriend and I couldn't be happier.,cheating
"I I've be get handjobs at massage parlors, and I REALLY enjoy the variety of young women.",degradation
I I've be gettin off to the same girl's photo for the last 4 years.,harm subversion
I I've be help myself to my son's adhd medication and I don't know how to stop.,subversion degradation
I I've be kidnap and try to find my way out of this large basement.,harm
I I've be lie to my wife about my drinking. I don't know how to stop.,harm degradation
I I've be listen to the original Soul Glo song and its remixes every day for a week.,harm
I I've be live with another woman behind my girlfriend's back.,harm cheating betrayal
I I've be obsess with a girl for to long and I can't bare to keep it a secret any longer.,harm betrayal
I I've be pretend to be the people in my head online since I am a kid.,harm
"I I've be set my powered wheelchair to full power, then close my eye and see how far I can go before open them.",harm
"I I've be use it ever since I buy it, and it hasn't even faded.",harm
I I've be watch video of people die almost daily for over ten years.,harm degradation
"I I've become infatuation with a colleague - Married, 2 kids..",subversion
